sentence	lable
- Isse graut , un me kann ’ t verstohn , well ‘ e nit mehr met d ’ r Mutter gohn .	0
iëhr Klaogen drungk nao Guott , un hei besunn siëck op diän Bund , diän hei met Abraham , Isaak und Jakob 'eschluotten harre .	0
et was blous éin Knuaken , Dian Ih brachten ; dat Fléiß , glöiw ' iék , verspiesern Ih selwer .	0
brümme dann nit ?	0
Verdummi , wo is denn min Taschenmeß , dat mutt ik ja gestern in min Kitteltasch steeken laten hebbn , as ik mi bi't Plögen en nien Plögstöker sneeden hev .	1
et mäket mi keine Besuarrnis .	0
un so smeet he denn sin ' gollen Beker i n't Water .	1
düster blitt mi dei Sake , doch werd siék't fingen : iék seihe Met diam gröttesten Fliete dono un were am Dage Iewrig reisen un nachts un alle Lüe befrogen .	0
4 , 1 – 16 Nu kam Adam met siner Frau Eva binäin .	0
op dat quämen se vüör ́n Keller un Dümlink moch dört Slüetelsluok rin krupen .	0
dao kräiğ Saul Anges un fröchere siëck nuoch mäh vüör David .	0
David un Jonatan , wat des Suohn van Saul was , wouën gurre Frönne un makeren en Bund metäin .	0
dann stäigen se op dat Dâk van diär Burg .	0
meyner MUTTER HÄNNE	0
de Meister stunn en Wiel un löön sik gegen en dicken Ellernboom – he kenn em von sien Kinnertiet her .	1
Restorangks truwet met Rangk un Klangk met Drümm un Drân füör dä Höggeren Dannsdiëllen bedräölt met duse Musik im Halfdüüster .	0
dät woll Caspar wuohl dain .	0
süngen se verliën un misseden olle Frönne .	0
iëck segge di nu , bekken du raupen sass. « Dropp sağğe dei Frau : » Du mauss duoch wiëtten , dat de Küönig dat verbuon hiät .	0
jeder lett em mal rüm lopen , Hamborg is Trumpf , wer Hamborg ünner den Meerndian bringt , is König , un wer dar am wietsten von af blivt , mutt de Runn ' betahln .	1
» Dat 's ni waar !	1
» Twischen Stall un Soot liggt en mannshoge Muur von Snee – dat nimmt mi to veel Tiet , ik will na Huus un Hölp halen. «	1
vondaag is he hellisch opkratzt , sien Cillja hett sach veel an em rümstrigelt .	1
grout is hei , iék ower sin klein , un könn et mi diétmol Etwa falläiern , sou härren mi alle dei listgen Strieke Wiénig men holl'pen .	0
un dat is hööchste Tiet .	1
hî gaffe't en Opstand tiëgen Mose un Aaron : » Dat wäör biätter 'ewiän , wann Guott uns in Ägypten härre stiärwen laoten .	0
dat warrt uns sach alltosamen en beetjen suur , aver dar lett sik nich utbögen , wi mööt dar ran. «	1
he sünn ' lang ' hin un her .	1
de much ik mi wul mal as en Eva haln , wenn se so lang töben wull bet ik min Goldkatt strammer vull heff .	1
wat sall düt gyewen ?	0
stündliék süht me sei ân , sei driat dat Fléiß in diar Schnute .	0
un bo ick ne schrappen woll , do häbbe ick en Stücksken van seynem Gemächte sohn . ''	0
is doch keen Unglück passeert ? «	1
sine Famillge metsamt diän Niäwenfrauen un ouk sine ganze Hawe brachte hei met Glück op dei annere Sîte .	0
se kroop wedder in 't Holt , un Paul gung na Dörp to .	1
eerst weer 't noch en beetjen still – Hunnen mööt sik eerst berüken un Fruunslüüd eerst bekiken , wenn se sik bemöten doot .	1
frögger , dao was hei in de Ha-Jott Un küerde van > Reinheit der Rassen < .	0
du brüükes nit bange sin ! « Dao gongk Sisera in dat Telt un Jaël dää ne Diëcke üöwwer 'ne .	0
Relljöüse Ertreckunge	0
he !	1
danzet do nit op d ’ r Frase , Asse andersvo nau daut ; Näi , op nett beschret ’ nem Büene In ‘ ner Halle , störig graut .	0
wenn jemand in ' n ersten Worp blot söben smeet , so bölk he den Schriewer to : » Weg !	1
derhalwer makere siëck Isaak op en Padt nao Gerar .	0
un en Spaaß weer 't antoseen , wo de Lüüd sik plegen .	1
ower Grimbart , entrüstet , verwéis iahm dian schändliéken Rückfall .	0
udder se kem rin beym Angelus un ermahnere de Gäste : „ Es wird geläutet “ , un dann falleren alle de Hänne taum stillen Gebiät , bit de Klockens Rugge gafften .	0
» Weer de Slötel verlaren ? «	1
wat ik weten wull , kreeg ik ni to hören – is en Keerl as en tobunn Sack ! «	1
Friech awer leet sik nich irrig maken .	1
Millianes was ne Gewuhnheitsdränker , süs ne Kerel met d ’ m besten Gemaite van d ’ r Welt .	0
» Wen ein tugendsam Weib bescheret is , den wird Nahrung nich mangeln , seggt de Bibel , Jochen .	1
» Nee , Tante Maren , nee , ik ... «	1
diu gyes se af do an ne Mann Im feynen bunten Rocke ; Hai sittet in d ’ r Stuawe links Gleyk viärn im äisten Stocke .	0
dat Enge van diär Dröğğde	0
doch harr he wull noch wat in ' n Sinn , wat he nich na sä .	1
dao dröümere hei nuoch enns : hei saoġ , bu op blouß äinem Halme siëwen schöüne volle Aohren wössen .	0
aver herrlich weren se doch , de Kinnerjaren , so ' n Tiet kommt ni wedder. «	1
du wäss Stammvâer van viëllen Völkern .	0
dau met iëhr , wat du woss. « Dao pock Sarai se sou scharp ân , dat Hagar siëck daovanstuohl un futtleip .	0
„ Nöi lot gohn , döi weerst nit ferreg , ick soah ’ t all kummen .	0
wann du diän Armen Geld lennst , dann niähm keine Tinsen. ( ... )	0
denn falsk un behende , Losse un tückisk kennet wi iahn .	0
een , twee , dree Pütt stellt se rin ; een , twee , dree Kruken schüvt se achteran ; een , twee , dree Paketen smitt se nah , un denn klattert se sülm mit ' n groten Korf , mit ' n grote Muff un mit ' n groten Regenscherm nah .	1
ünner den olen tagen Rundhoot glööst Di de beiden hollen Ogen feverig an , de witten Haar liggt em op de Schuller ... «	1
wu sind Ih verschwett !	0
allerlei Sorg un Last , ünner de anner Lüüd knurrt un klaagt un luut stöönt , droog he mit Lachen ; he weer as en tagen Schostergesell , den sien Fellisen op de Wannerschop ni to swaar warrt .	1
dao saġġe de Häär : » Üöwwert Jaohr kuomme iëck wîer , dann es dine Frau Mouder 'ewouërn. « Sara hiät dat alles 'ehaort , at se ächter diäm Telte am Ingangk stont .	0
da kümmt de ole Bälgenpedder Wiekhost de Trepp hendal pultern un will ok wähln .	1
hä schmäit füör viëlle Lüü im Summer sinen Schadden un la'de frögger mi taum Kläätern fröndlick in .	0
doch ungen bey ’ m Kapelleken , Do werd mol kräftig biät , Dai väiertän Helper in d ’ r Naut , Dai büärt myek oppet Piäd. “ ‘ t was guet .	0
zunächst studiere dir mal fein All die latein ’ schen Sätze ein ; Du wirst in diesem Buche sehen , Was du als Küster mußt verstehen .	0
antoseen , wenn en Roos still vergaan deit , is trurig un rüürsam ; aver bi Elsbe hett düt Gefööl en häßlichen Bismack – se is to beduren ! «	1
„ Sagt mal , Kinder !	0
duoch Urija gongk nit in sin Hus .	0
dat sollt sei taum Liäwen hewwen ! « Un Guott bekäik siëck dat alles , wat hei 'maket harre , un hei moche seggen : dat was alles guët geraon .	0
de Antwaort es nit schwaor te finnen : Verschliëtten es dat fromme Bild van diäm allmächt'gen Guott van frögger .	0
» Verdammi , wat to dull is , is to dull !	1
mine Gelder sandt ' iék viarut ; denn seiht mol , sou werd me Do am besten bekannt .	0
du höörst jo , ik will de Bann los ween ! «	1
hie liét sei , diar Reinekens Mord dian Éigenen nuammen .	0
iék häwwe do mannig 's te maken .	0
bo nöi de nigge Ortsvorsteher Caspar in düser Sake et oastemol ungerweägens wur , kam et eähme doch en bitzken gelungen an .	0
am nöggesten Muorgen saġġe dei Öllste tiëger dei Junge : » Süh es , iëck hewwe gistern bi minem Vâer 'elaġġt .	0
„ Ik packe dey aik en grait Stücke Schinken und Speck in .	0
seiht dei Wunden an iahm , diam frommen Manne , dian keimes Te beléidigen denk't .	0
Esau ât dat alles , stont op un gongk futt .	0
dat heet nich tom Eeten , nee , so ' n Ansatz för de Imm ' , up Hochdütsch seggt man dar je Waben to. «	1
he is in teemlich junge Jahren bi den Kaffeehannel to Vermögen kamen un hett sik hier in Hogenklint to Ruh sett .	1
un iëhm foll nicks mäh in .	0
Debora owwer sağğe tiëger Barak : » Dropp un drân !	0
wenn 't waar is , so hett dat seker de Gräfin daan , de ool poolsche Hex , de he mal an de Hand harr .	1
Kathrien kenn sowat garnich , Du heelst eer allens , wat na en Geschäft utseeg , von de Döör – graad ebenso maakst Du dat mit Maria .	1
van düütscher Kunst	0
nu waar 't still in Huus .	1
nu föihrt dei Wülwe Ohne Schü un Scham op Lämmer un Schope te jagen Fort , sei glöiwet dat Recht op iahrer Site te häwwen ; Keines verschounet iahr Grimm , sei lôtet siék nüméih versöihnen .	0
„ Dat gloiwe ick äuk , diu wost ock nit an iähr friggen “ , saggte Hiärmen .	0
2.Mose/Exodus 15 , 1-18	0
Drümmn heww ' k hî sou lange 'ebiëtt « » Gaoh män in Frieden ! « sağğe Eli .	0
Hiärguatt , lot Diu gesund un stark nau ‘ n paar Johrhunderte ne üewerdiuern as Wahrtäiken iut gurer aller Teyt , as guren Frönd fiär jeden jungen Biuern , dai auk gesund un strack met triuem redlechem Sinne , faste asse düese Baum stäiht in d ’ r Heimateere inne .	0
un därümme strak Wilhelm bey sick tehöise ümmer et leßte an .	0
in de Schosterkaat weer grote Freud , Neels Kiwitt un sien Mariken harrn en Breef kregen von eren Niklaas , de in Kiel bi dat twete Jägerkorps stunn .	1
„ Et Hiämd ies Eenem nögger as dei Rock. “ – Wann Noth ies in der Nögge un Fiärne , dann ies et am besten un kläukesten , dat me te eärst soarget füör Linderung in der Nöhe , un wamme dann noch wat üöwrig hiät , ok füör dei in der Fiärne .	0
hei gongk retur in sine Häimet nao Ninive .	0
un nu is he narms lever as op ' n Viert un op sien Aart ganz glücklich .	1
ni ruttokrigen , op keen Aart un Wies !	1
iék harre sei beien Anvertrugg't , nu rauw 're Bellyn dei köstliéken Saken .	0
denn holp se de Heevamm von ' n Wagen , de Paul mit en Gottloff begröten dee .	1
de Krieg fritt dat Jungvolk un sleit nu ok noch de Lüüd dal , de achter de Front den Jammer anseen mööt , un graad de allerbesten ! «	1
sau gäir et nit mehr födder .	0
Tante Settken geng met Graitken in dai kleine Stuawe , bo süss mens de viärnehmere Besaik inkam , satte siek Graitken giegenüewer un saggte : „ Graitken , iek matt dey leider seggen , et giet känn Chriskinneken un ock kännen Austerhasen. “	0
» Dat Wîf sall me verbriännen ! « At me se rutföühern woll , schickere Thamar iëhrem Schwîgervâer dei Pänner un leit 'me seggen : » Bekîk di enns diän Ringk un diän Stock !	0
Tweimol in der Wiäken forte no Arnsperg , Mirrewiäkens un Sunnowens .	0
» Nee , nee , Maren , höör mi doch an , se kann dat jo veel komodiger hebben , veel komodiger !	1
de Florenz gaiht in de Schmitte , un suiht dat Hoihnken do sitten .	0
drümme , wei well im Weltgerichte bestohen , dei maut Christi Woarde siäk loten te Hiärten gohen : „ dat Hei Dei nu well int Hiämmelriek föhren , dei hie gehulpen hädd Sienen Süstern un Bröern. “ „ Je leiwer dat Kind , je schiärper de Raue. “ – Diät Sprüökwöärdken hiät me ehestens as ’ ne volle Woahrheit angeseihen ; in unserer siäk klaukhollenden Tiet wellt owwer viäle Ollen nicks meeh van der Raue wiätten ; dei leiwen Büngels sullen opgetoagen wiärden ohne alle Schliäge un tau kraftvollen schönen Heären hiäranwassen .	0
hai sagg blaus : „ Vi hätt sauviëlle Partisanen hier un mait jäiden Dagg ' n paar exekutäiërn .	0
van iëhme hett iëhrt dat lesste Maol jao viëll vertallt .	0
yek gyewet Uch alle. “ Hai dank ’ re , saggte Adjüs dann un genk D ’ n Biärg rop no ’ m Arnsperger Walle .	0
de swarten Haar , de brunen Gesichter , de witten Tän ' , de bloten Föt bruk ik nich to beschriewen .	1
wann Jakob siëck bestadt met ennem van düesen Wechtern , dann well ' k nit mäh liäwen ! « Dao reip Isaak diän Jakob tau siëck , gaffe iëhme sinen Siägen un saġġe : » Du sass di kein Wîf niähmen van düesen kanaatischen Fluockstern !	0
at hei diän Prophäiten saoğ , sağğe hei tiëger 'ne : » Dao büs du jao , du Mann , bekke Israel Unglück bränget ! « Owwer Elija sağğe : » Iëck was dat nit , bekke Israel int Unglück 'estott hiät , näi , dat was du un dine Famillge !	0
de gansen Saken stemmet all .	0
» Du wullt woll Heidbessens darför hebben. «	1
de Lüüd maken nu allens op de Deel in Ordnung , un na en Viertelstünn seten all an en langen Disch , de gau opstellt weer von Böck un Breed , överdeckt mit en slowitt Laken .	1
dann brache hei diän Disch i n't Telt un stallte 'ne vüör diäm Vüörhangk an diär rächten Sîte op .	0
Reineke reip : sou woll iék et häwwen !	0
et sall niu kaine Volksmissiäonspriärke imme ollen Stiele wiären , met viel Hölle un em Duiwel .	0
aver wenn se nu na en Wiel vör mi hintreden waar mit en goden düchtigen Mann , de eer frien will , wat denn ? «	1
» Worüm , Doortjn Holm , höör ik to eer ? « Ut de Stimm klung en lies Bevern .	1
besunners munter weer Paul , em maken Tiet un Stunn ni bang , as 't schien .	1
en lütt Muus leep över ' n Footborrn , an den Dischfoot bleev se huken , se much en Kroom funnen hebben ; as Doortjn den Kopp drei , sprung se weg un witsch achter de Geldkist , de in de Abeneck stunn , todeckt mit en rootbrune Deek .	1
owwer dei Israeliten schlaugen sei nit dout , will dat sei bim Namen van iëhrem Guott Frieden 'eschwuorn harren .	0
waar dat rankamen un losbreken , wat waar denn ut eer schöne Saat , de so in volle Blööt stunn ?	1
awer Bodder stehlen is ok nich licht .	1
dat Finster .	0
Guott owwer makere füör diän Mann un sine Frau Kläi'er ut Fellen .	0
ase nöü froget werd : „ Walter , bisse dann saat “ ?	0
» Lungert sach op de doden Schaap , de in ' n Stall liggt « , meen Detelt .	1
sinem Wiewe befahl dei Wull ' w besuénders : bi dinem Liawen !	0
sei wouë Mouder un brache farraftig füör Abraham nuoch en Suohn op de Welt , un dat op iëhren ollen Daġġ .	0
häört sick op .	0
dar fung en Piepen an un Huln dörch den Schösteen un den Aben , dat rassel an ' e apen Finsterluken , as woor dar mit Macht an reten .	1
doch weren weske unner der Gesellskop , Den dücht dat doch en schir vermetnen Anslag , Se maint , de Karten können anners ston , Ock wern se noch des Kaiser Unnerdonen , So as den Knüppelrussen könnt ne gon .	0
hei wiählere diärtigdousend Mannslüü ut un sağğe : » Maket et naches en Ächterholt in diär Nöchte van diär Stâdt , owwer holt ink praot !	0
do drop he en lütt Hus .	1
alles weer grot bi em , de Fedderhalter , de Zigarr , de Aschbeker , dat Dintenfatt , am grötsten weer sin Bibliothek .	1
äok dann nit , wann iähme de Mutter de Steren droigere .	0
een un Anner süht sik der ok wul wat rut to ' n egen Nutzen .	1
denn kamen Se man god hen nah Bremen. «	1
wo heet he ? «	1
wi maket uns frouh amme Muarn Op dian Wiag , sou schienet et mi dat Beste ânroén .	0
he sett de Peer wedder in en scharpen Draff , un bald weren se bi de eersten Hüüs in Ilenbeck .	1
vyel andere leckern de Finger d ’ rno , Doch iät syet : diän kann yek nit niähmen ; Hai hiät ‘ n stump Bäin , un do möcht ’ yek myek jo Bey Fästen un süs fake schiämen .	0
de Happen sünd em to swar .	1
» Hunnertuntwintig Mark. «	1
» Ach , laat eer ! « meen Mariken .	1
se weren bina klaar , do kröchel ool Abel nerrn in 't Heckschuur .	1
iahm entgiégende Grimbart : dei Tiedung , dei iék vermelde , Lutt nit tröistliék , Ih seiht , iék komm ' in Ängesten loupen .	0
he stünn ' em an Gewicht wenig nah .	1
he paß aver vör sien Gefahr mit op , dat man nich to driest un gliekgültig woor .	1
ick wöll ge wuol .	0
2.Mose/Exodus 8 , 16-20	0
Jakob harre siëck in dei Jüngere verkiëken , un sou saġġe hei : » Iëck well siëwen Jaohre langk din Knecht sin ; dann sass du mi Rahel gîen. « » Es guët « , saġġe Laban .	0
frag Fritz Thießen mal , ob he dat noch weet , he mutt je damals all en groten Jung west sien .	1
nee , min gode Mann , mehr as fiev Penn hev ik noch nich eenmal geben .	1
de Heben weer överher schöön blau , un en frische Kööln trock ut de Wischen un bröch en krüderigen Ruch mit .	1
wai kennet asse Siuerlänner Dät gans kurjause Volk wual nit , Wat Küärwe flicket , Pötte binget , Met Biäreln diär de Düärper tüt ?	0
as Saul nuoch Küönig was , dao hiäs du duoch allt dat Heer in dei Schlacht 'efouhert .	0
ik hev en Schrieben kreegen .	1
bi dissen Vetter Krischan weer ' k mal , dat mutt je so Anfang April west sien , to Besök .	1
ja , dat schall mi nich wedder passeern , ik kam von nu an bi Dag to Hus ; wat frag ik nah Johann Plank sin Fiana .	1
un du hiäs nicks 'edaon , dat du din Volk reddiges. «	0
Hiëmmelswächters sett ' hauge Tüüne	0
nu gawt ' Reineke selwst dat Spiél verluaren : et harren Sine klauken Worde blous wiénig iahm holpen .	0
